DESC_APRESENTACAO;DIAS;UND;UF
2841;A;2022-04-15;190.0;SC
2842;A;2022-04-18;520.0;SC
2843;A;2022-04-26;450.0;SC
2844;A;2022-04-19;520.0;SC
2845;A;2022-04-28;440.0;SC
2846;A;2022-04-27;380.0;SC
2847;A;2022-04-25;470.0;SC
2848;A;2022-04-21;310.0;SC
2849;A;2022-04-08;580.0;SC
2850;A;2022-04-16;150.0;AM
2851;A;2022-04-08;470.0;ES
2852;A;2022-04-04;450.0;ES
2853;A;2022-04-13;290.0;ES
2854;A;2022-04-27;450.0;ES
2855;A;2022-04-11;320.0;ES
2856;A;2022-04-06;370.0;ES
2857;A;2022-04-26;260.0;ES
2858;A;2022-04-07;200.0;ES
2859;A;2022-04-22;240.0;ES
2860;A;2022-04-27;180.0;PI
2861;A;2022-04-29;170.0;PI
2862;A;2022-04-25;210.0;PI
2863;A;2022-04-20;120.0;PI
2864;A;2022-04-18;260.0;PR
2865;A;2022-04-11;180.0;PR
2866;A;2022-04-13;240.0;PR
2867;A;2022-04-01;170.0;PR
2868;A;2022-04-12;230.0;PR
2869;A;2022-04-13;520.0;SC
2870;A;2022-04-14;470.0;MG
2871;A;2022-04-30;170.0;MG
2872;A;2022-04-07;570.0;AM
2873;A;2022-04-01;370.0;AM
2874;A;2022-04-29;370.0;ES
2875;A;2022-04-12;480.0;ES
2876;A;2022-04-22;390.0;PB
2877;A;2022-04-25;310.0;PB
2878;A;2022-04-08;560.0;AM
2879;A;2022-04-08;270.0;RN
2880;A;2022-04-13;390.0;SE
2881;A;2022-04-11;520.0;SE
2882;A;2022-04-09;200.0;SE
2883;A;2022-04-09;130.0;CE
2884;A;2022-04-02;150.0;CE
2885;A;2022-04-28;230.0;PI
2886;A;2022-04-21;150.0;PI
2887;A;2022-04-07;150.0;PI
2888;A;2022-04-09;490.0;MA
2889;A;2022-04-15;310.0;MA
2890;A;2022-04-14;50.0;SP
2891;A;2022-04-07;550.0;CE
2892;A;2022-04-18;820.0;SE
2893;A;2022-04-20;490.0;SE
2894;A;2022-04-19;790.0;SE
2895;A;2022-04-12;580.0;SE
2896;A;2022-04-05;830.0;SE
2897;A;2022-04-08;470.0;SE
2898;A;2022-04-27;250.0;TO
2899;A;2022-04-27;460.0;AM
2900;A;2022-04-21;220.0;AM
2901;A;2022-04-13;430.0;AM
2902;A;2022-04-14;440.0;AM
2903;A;2022-04-23;350.0;AM
2904;A;2022-04-01;230.0;PE
2905;A;2022-04-28;170.0;PE
2906;A;2022-04-08;270.0;PE
2907;A;2022-04-22;250.0;PE
2908;A;2022-04-07;420.0;MG
2909;A;2022-09-30;180.0;RN
2910;A;2022-09-30;580.0;AM
2911;A;2022-09-30;440.0;RO
2912;A;2022-09-30;330.0;MG
2913;A;2022-09-30;170.0;GO
2914;A;2022-09-30;450.0;SE
2915;A;2022-09-30;340.0;ES
2916;A;2022-09-30;150.0;PR
2917;A;2022-09-30;120.0;AP
2918;A;2022-09-28;260.0;RN
2919;A;2022-09-29;620.0;RO
2920;A;2022-09-28;350.0;RO
2921;A;2022-09-27;300.0;RO
2922;A;2022-09-29;790.0;MG
2923;A;2022-09-28;520.0;MG
2924;A;2022-09-28;240.0;GO
2925;A;2022-09-28;740.0;CE
2926;A;2022-09-27;120.0;MT
2927;A;2022-09-28;790.0;SE
2928;A;2022-09-29;990.0;SE
2929;A;2022-09-27;760.0;ES
2930;A;2022-09-28;320.0;ES
2931;A;2022-09-29;180.0;ES
2932;A;2022-09-29;220.0;PR
2933;A;2022-09-27;620.0;PB
2934;A;2022-09-28;460.0;PB
2935;A;2022-09-29;380.0;PB
2936;A;2022-09-29;390.0;SC
2937;A;2022-09-28;520.0;SC
2938;A;2022-09-29;60.0;RR
2939;A;2022-09-28;80.0;AL
2940;A;2022-09-27;590.0;BA
2941;A;2022-09-28;410.0;BA
2942;A;2022-09-29;60.0;SP
2943;A;2022-09-26;170.0;RN
2944;A;2022-09-26;300.0;AM
2945;A;2022-09-26;300.0;RO
2946;A;2022-09-26;110.0;GO
2947;A;2022-09-26;260.0;MT
2948;A;2022-09-26;330.0;SE
2949;A;2022-09-26;130.0;ES
2950;A;2022-09-26;310.0;PB
2951;A;2022-09-26;540.0;SC
2952;A;2022-09-20;360.0;PB
2953;A;2022-09-20;400.0;SC
2954;A;2022-09-19;270.0;AM
2955;A;2022-09-18;160.0;AM
2956;A;2022-09-16;110.0;RR
2957;A;2022-09-16;270.0;AP
2958;A;2022-09-14;500.0;PB
2959;A;2022-09-10;570.0;AM
2960;A;2022-09-09;160.0;RR
2961;A;2022-09-08;780.0;MG
2962;A;2022-09-06;580.0;MG
2963;A;2022-09-06;630.0;PB
2964;A;2022-09-05;190.0;AM
2965;A;2022-09-05;150.0;AP
2966;A;2022-09-02;460.0;MG
2967;A;2022-09-02;370.0;ES
2968;A;2022-09-02;650.0;PB
2969;A;2022-09-02;30.0;RR
2970;A;2022-09-01;110.0;GO
2971;A;2022-09-01;410.0;PB
2972;A;2022-09-24;110.0;RO
2973;A;2022-09-23;320.0;RO
2974;A;2022-09-21;320.0;RO
2975;A;2022-09-20;480.0;RO
2976;A;2022-09-16;260.0;RO
2977;A;2022-09-19;410.0;RO
2978;A;2022-09-17;210.0;RO
2979;A;2022-09-14;600.0;RO
2980;A;2022-09-13;290.0;RO
2981;A;2022-09-10;190.0;RO
2982;A;2022-09-08;370.0;RO
2983;A;2022-09-06;270.0;RO
2984;A;2022-09-05;300.0;RO
2985;A;2022-09-02;340.0;RO
2986;A;2022-09-24;1320.0;PA
2987;A;2022-09-17;720.0;PA
2988;A;2022-09-15;190.0;MT
2989;A;2022-09-09;70.0;MT
2990;A;2022-09-08;250.0;MT
2991;A;2022-09-06;170.0;MT
2992;A;2022-09-11;550.0;PA
2993;A;2022-09-04;460.0;PA
2994;A;2022-09-03;1150.0;PA
2995;A;2022-09-10;1190.0;PA
2996;A;2022-09-12;300.0;RO
2997;A;2022-09-11;120.0;RO
2998;A;2022-09-06;270.0;AM
2999;A;2022-09-03;240.0;RO
3000;A;2022-09-23;720.0;PB
3001;A;2022-09-21;670.0;PB
3002;A;2022-09-22;660.0;PB
3003;A;2022-09-17;180.0;PB
3004;A;2022-09-15;430.0;PB
3005;A;2022-09-12;360.0;PB
3006;A;2022-09-05;320.0;PB
3007;A;2022-09-15;460.0;MG
3008;A;2022-09-12;700.0;MG
3009;A;2022-09-05;580.0;MG
3010;A;2022-09-23;310.0;RN
3011;A;2022-09-16;330.0;RN
3012;A;2022-09-12;240.0;RN
3013;A;2022-09-09;290.0;RN
3014;A;2022-09-08;140.0;RN
3015;A;2022-09-06;310.0;RN
3016;A;2022-09-22;70.0;RS
3017;A;2022-09-06;110.0;AL
3018;A;2022-09-21;110.0;RS
3019;A;2022-09-22;190.0;PR
3020;A;2022-09-15;510.0;SC
3021;A;2022-09-12;540.0;SC
3022;A;2022-09-11;100.0;SC
3023;A;2022-09-07;320.0;SC
3024;A;2022-09-02;190.0;PR
3025;A;2022-09-04;120.0;AM
3026;A;2022-09-02;470.0;AM
3027;A;2022-09-23;340.0;ES
3028;A;2022-09-22;700.0;ES
3029;A;2022-09-21;460.0;ES
3030;A;2022-09-16;370.0;ES
3031;A;2022-09-19;380.0;ES
3032;A;2022-09-15;290.0;ES
3033;A;2022-09-13;630.0;ES
3034;A;2022-09-14;370.0;ES
3035;A;2022-09-06;240.0;ES
3036;A;2022-09-05;190.0;ES
3037;A;2022-09-01;330.0;ES
3038;A;2022-09-24;180.0;PI
3039;A;2022-09-19;120.0;PI
3040;A;2022-09-15;140.0;PI
3041;A;2022-09-13;200.0;PI
3042;A;2022-09-21;260.0;PR
3043;A;2022-09-19;210.0;PR
3044;A;2022-09-13;370.0;PR
3045;A;2022-09-13;700.0;SC
3046;A;2022-09-12;170.0;PR
3047;A;2022-09-09;150.0;PR
3048;A;2022-09-08;180.0;PR
3049;A;2022-09-06;430.0;SC
3050;A;2022-09-05;170.0;PR
3051;A;2022-09-01;550.0;SC
3052;A;2022-09-10;130.0;MG
3053;A;2022-09-16;540.0;AM
3054;A;2022-09-24;200.0;PB
3055;A;2022-09-19;200.0;PB
3056;A;2022-09-25;90.0;CE
3057;A;2022-09-24;100.0;RN
3058;A;2022-09-20;460.0;AM
3059;A;2022-09-22;630.0;SE
3060;A;2022-09-20;100.0;PI
3061;A;2022-09-18;120.0;CE
3062;A;2022-09-16;150.0;PI
3063;A;2022-09-17;500.0;MA
3064;A;2022-09-18;310.0;MA
3065;A;2022-09-13;490.0;SE
3066;A;2022-09-11;110.0;SE
3067;A;2022-09-11;30.0;RR
3068;A;2022-09-10;150.0;CE
3069;A;2022-09-07;80.0;PI
3070;A;2022-09-04;90.0;CE
3071;A;2022-09-03;140.0;SE
3072;A;2022-09-03;210.0;PB
3073;A;2022-09-01;380.0;CE
3074;A;2022-09-01;1060.0;SE
3075;A;2022-09-08;410.0;CE
3076;A;2022-09-23;460.0;BA
3077;A;2022-09-14;2400.0;BA
3078;A;2022-09-15;500.0;BA
3079;A;2022-09-08;310.0;BA
3080;A;2022-09-05;560.0;BA
3081;A;2022-09-02;480.0;BA
3082;A;2022-09-23;510.0;SE
3083;A;2022-09-08;530.0;SE
3084;A;2022-09-06;390.0;SE
3085;A;2022-09-02;570.0;SE
3086;A;2022-09-05;40.0;TO
3087;A;2022-09-24;400.0;AM
3088;A;2022-09-14;570.0;AM
3089;A;2022-09-08;250.0;AM
3090;A;2022-09-22;180.0;PE
3091;A;2022-09-20;120.0;PE
3092;A;2022-09-16;220.0;PE
3093;A;2022-09-14;130.0;PE
3094;A;2022-09-15;230.0;PE
3095;A;2022-09-09;110.0;PE
3096;A;2022-09-02;160.0;PE
3097;A;2022-09-04;50.0;MG
3098;A;2022-10-31;190.0;PE
3099;A;2022-10-31;720.0;AM
3100;A;2022-10-31;510.0;MG
3101;A;2022-10-31;490.0;RO
3102;A;2022-10-31;70.0;MT
3103;A;2022-10-31;170.0;ES
3104;A;2022-10-31;80.0;AL
3105;A;2022-10-31;330.0;BA
3106;A;2022-10-31;430.0;PB
3107;A;2022-10-31;290.0;SC
3108;A;2022-10-31;90.0;AP
3109;A;2022-10-29;260.0;AM
3110;A;2022-10-29;270.0;RN
3111;A;2022-10-29;220.0;RO
3112;A;2022-10-29;290.0;SE
3113;A;2022-10-29;700.0;MA
3114;A;2022-10-30;570.0;PA
3115;A;2022-10-28;260.0;RN
3116;A;2022-10-28;520.0;MG
3117;A;2022-10-28;620.0;MT
3118;A;2022-10-28;340.0;SE
3119;A;2022-10-28;310.0;ES
3120;A;2022-10-28;150.0;RR
3121;A;2022-10-28;450.0;SC
3122;A;2022-10-28;690.0;PB
3123;A;2022-10-26;410.0;AM
3124;A;2022-10-27;420.0;AM
3125;A;2022-10-26;110.0;RN
3126;A;2022-10-27;570.0;MG
3127;A;2022-10-26;590.0;MG
3128;A;2022-10-26;350.0;RO
3129;A;2022-10-26;340.0;MT
3130;A;2022-10-27;130.0;MT
3131;A;2022-10-27;130.0;AL
3132;A;2022-10-27;290.0;RR
3133;A;2022-10-27;80.0;RJ
3134;A;2022-10-26;700.0;PB
3135;A;2022-10-27;470.0;PB
3136;A;2022-10-26;60.0;AP
3137;A;2022-10-24;240.0;AM
3138;A;2022-10-24;440.0;RO
3139;A;2022-10-24;3530.0;CE
3140;A;2022-10-24;210.0;MT
3141;A;2022-10-24;940.0;SE
3142;A;2022-10-24;1080.0;PA
3143;A;2022-10-25;200.0;PI
3144;A;2022-10-25;210.0;AL
3145;A;2022-10-24;320.0;BA
3146;A;2022-10-25;760.0;BA
3147;A;2022-10-25;70.0;RR
3148;A;2022-10-24;280.0;SC
3149;A;2022-10-24;250.0;PB
3150;A;2022-10-22;90.0;RN
3151;A;2022-10-22;110.0;RO
3152;A;2022-10-22;100.0;SE
3153;A;2022-10-22;410.0;MA
3154;A;2022-10-22;740.0;PA
3155;A;2022-10-23;480.0;PA
3156;A;2022-10-22;90.0;PI
3157;A;2022-10-23;40.0;PI
3158;A;2022-10-22;80.0;PR
3159;A;2022-10-22;210.0;PB
3160;A;2022-10-21;200.0;RN
3161;A;2022-10-19;280.0;RN
3162;A;2022-10-19;580.0;MG
3163;A;2022-10-19;420.0;RO
3164;A;2022-10-21;250.0;RO
3165;A;2022-10-20;980.0;CE
3166;A;2022-10-20;330.0;MT
3167;A;2022-10-21;110.0;MT
3168;A;2022-10-20;330.0;SE
3169;A;2022-10-19;510.0;ES
3170;A;2022-10-21;240.0;ES
3171;A;2022-10-20;250.0;ES
3172;A;2022-10-21;370.0;PI
3173;A;2022-10-20;280.0;PI
3174;A;2022-10-21;190.0;PR
3175;A;2022-10-19;560.0;BA
3176;A;2022-10-20;790.0;BA
3177;A;2022-10-20;150.0;AL
3178;A;2022-10-19;170.0;AL
3179;A;2022-10-20;60.0;RR
3180;A;2022-10-20;60.0;RJ
3181;A;2022-10-19;30.0;TO
3182;A;2022-10-20;60.0;TO
3183;A;2022-10-21;380.0;PB
3184;A;2022-10-18;300.0;PE
3185;A;2022-10-18;460.0;RN
3186;A;2022-10-18;640.0;MG
3187;A;2022-10-18;330.0;RO
3188;A;2022-10-18;520.0;SE
3189;A;2022-10-18;440.0;ES
3190;A;2022-10-18;290.0;AL
3191;A;2022-10-18;120.0;TO
3192;A;2022-10-18;610.0;SC
3193;A;2022-10-18;580.0;PB
3194;A;2022-10-17;320.0;AM
3195;A;2022-10-17;110.0;AL
3196;A;2022-10-17;410.0;PB
3197;A;2022-10-17;590.0;ES
3198;A;2022-10-16;170.0;AM
3199;A;2022-10-16;90.0;SE
3200;A;2022-10-16;590.0;PA
3201;A;2022-10-16;110.0;SC
3202;A;2022-10-15;410.0;RO
3203;A;2022-10-15;130.0;SC
3204;A;2022-10-15;360.0;PB
3205;A;2022-10-14;610.0;AM
3206;A;2022-10-14;120.0;GO
3207;A;2022-10-14;370.0;MT
3208;A;2022-10-14;630.0;SE
3209;A;2022-10-14;400.0;PI
3210;A;2022-10-14;40.0;SP
3211;A;2022-10-14;80.0;TO
3212;A;2022-10-14;470.0;SC
3213;A;2022-10-14;650.0;PB
3214;A;2022-10-13;420.0;AM
3215;A;2022-10-12;30.0;RN
3216;A;2022-10-11;430.0;RN
3217;A;2022-10-13;480.0;MG
3218;A;2022-10-11;520.0;MG
3219;A;2022-10-11;300.0;RO
3220;A;2022-10-13;100.0;GO
3221;A;2022-10-13;220.0;MT
3222;A;2022-10-13;760.0;SE
3223;A;2022-10-11;730.0;SE
3224;A;2022-10-11;230.0;ES
3225;A;2022-10-13;340.0;ES
3226;A;2022-10-12;320.0;MA
3227;A;2022-10-12;640.0;PA
3228;A;2022-10-11;310.0;PR
3229;A;2022-10-13;920.0;BA
3230;A;2022-10-13;80.0;AL
3231;A;2022-10-11;150.0;RR
3232;A;2022-10-13;150.0;RR
3233;A;2022-10-13;220.0;PB
3234;A;2022-10-11;360.0;PB
3235;A;2022-10-10;300.0;RN
3236;A;2022-10-10;550.0;MG
3237;A;2022-10-10;90.0;GO
3238;A;2022-10-10;510.0;RO
3239;A;2022-10-10;430.0;ES
3240;A;2022-10-10;110.0;AL
3241;A;2022-10-10;480.0;SC
3242;A;2022-10-10;540.0;PB
3243;A;2022-10-10;220.0;AP
3244;A;2022-10-08;150.0;RN
3245;A;2022-10-08;240.0;RO
3246;A;2022-10-08;200.0;SE
3247;A;2022-10-09;330.0;MA
3248;A;2022-10-08;440.0;MA
3249;A;2022-10-09;510.0;PA
3250;A;2022-10-09;80.0;RR
3251;A;2022-10-07;210.0;PE
3252;A;2022-10-07;470.0;MG
3253;A;2022-10-07;300.0;RO
3254;A;2022-10-07;350.0;ES
3255;A;2022-10-07;100.0;AL
3256;A;2022-10-07;110.0;RR
3257;A;2022-10-07;480.0;PB
3258;A;2022-10-05;750.0;AM
3259;A;2022-10-04;200.0;PE
3260;A;2022-10-06;640.0;MG
3261;A;2022-10-04;500.0;MG
3262;A;2022-10-05;440.0;RO
3263;A;2022-10-04;380.0;RO
3264;A;2022-10-05;250.0;MT
3265;A;2022-10-06;150.0;MT
3266;A;2022-10-06;510.0;SE
3267;A;2022-10-04;640.0;SE
3268;A;2022-10-05;560.0;SE
3269;A;2022-10-06;380.0;ES
3270;A;2022-10-04;340.0;ES
3271;A;2022-10-05;380.0;ES
3272;A;2022-10-04;580.0;PI
3273;A;2022-10-05;110.0;PI
3274;A;2022-10-06;230.0;AL
3275;A;2022-10-05;130.0;AL
3276;A;2022-10-06;410.0;SC
3277;A;2022-10-05;200.0;TO
3278;A;2022-10-05;590.0;PB
3279;A;2022-10-06;410.0;PB
3280;A;2022-10-04;380.0;PB
3281;A;2022-10-05;180.0;AP
3282;A;2022-10-03;680.0;MG
3283;A;2022-10-03;350.0;RO
3284;A;2022-10-03;140.0;MT
3285;A;2022-10-03;280.0;ES
3286;A;2022-10-03;140.0;RR
3287;A;2022-10-03;700.0;SC
3288;A;2022-10-03;400.0;PB
3289;A;2022-10-01;300.0;AM
3290;A;2022-10-01;460.0;MA
3291;A;2022-10-01;1210.0;PA
3292;A;2022-11-30;220.0;PE
3293;A;2022-11-29;100.0;PE
3294;A;2022-11-29;380.0;AM
3295;A;2022-11-29;280.0;RO
3296;A;2022-11-29;410.0;GO
3297;A;2022-11-30;580.0;SE
3298;A;2022-11-29;360.0;ES
3299;A;2022-11-30;120.0;AL
3300;A;2022-11-30;590.0;PB
3301;A;2022-11-29;520.0;PB
3302;A;2022-11-30;660.0;SC
3303;A;2022-11-30;350.0;AP
3304;A;2022-11-29;80.0;AP
3305;A;2022-11-28;230.0;RO
3306;A;2022-11-28;680.0;MG
3307;A;2022-11-28;540.0;SE
3308;A;2022-11-28;360.0;ES
3309;A;2022-11-28;740.0;MA
3310;A;2022-11-28;470.0;PI
3311;A;2022-11-28;170.0;AL
3312;A;2022-11-28;340.0;PB
3313;A;2022-11-28;80.0;AP
3314;A;2022-11-26;110.0;RN
3315;A;2022-11-26;230.0;AM
3316;A;2022-11-26;220.0;RO
3317;A;2022-11-27;510.0;PA
3318;A;2022-11-26;170.0;PB
3319;A;2022-11-25;400.0;AM
3320;A;2022-11-25;600.0;MG
3321;A;2022-11-25;410.0;SE
3322;A;2022-11-25;210.0;ES
3323;A;2022-11-25;1160.0;MA
3324;A;2022-11-25;100.0;RS
3325;A;2022-11-25;560.0;PB
3326;A;2022-11-25;40.0;RJ
3327;A;2022-11-25;490.0;SC
3328;A;2022-11-25;150.0;AP
3329;A;2022-11-24;110.0;PE
3330;A;2022-11-24;190.0;RN
3331;A;2022-11-23;270.0;RN
3332;A;2022-11-22;290.0;AM
3333;A;2022-11-24;310.0;RO
3334;A;2022-11-22;300.0;RO
3335;A;2022-11-22;690.0;MG
3336;A;2022-11-22;260.0;GO
3337;A;2022-11-23;90.0;MT
3338;A;2022-11-22;630.0;SE
3339;A;2022-11-23;440.0;ES
3340;A;2022-11-24;360.0;ES
3341;A;2022-11-24;410.0;PI
3342;A;2022-11-23;470.0;PI
3343;A;2022-11-22;80.0;RS
3344;A;2022-11-23;410.0;PR
3345;A;2022-11-23;140.0;AL
3346;A;2022-11-23;580.0;PB
3347;A;2022-11-22;620.0;PB
3348;A;2022-11-24;230.0;PB
3349;A;2022-11-23;360.0;RJ
3350;A;2022-11-23;120.0;RR
3351;A;2022-11-21;440.0;RO
3352;A;2022-11-21;570.0;SE
3353;A;2022-11-21;270.0;ES
3354;A;2022-11-21;430.0;PI
3355;A;2022-11-21;120.0;AL
3356;A;2022-11-21;260.0;PB
3357;A;2022-11-21;360.0;BA
3358;A;2022-11-17;130.0;PE
3359;A;2022-11-18;190.0;PE
3360;A;2022-11-17;370.0;RN
3361;A;2022-11-19;260.0;RN
3362;A;2022-11-17;410.0;AM
3363;A;2022-11-19;310.0;AM
3364;A;2022-11-17;320.0;RO
3365;A;2022-11-19;100.0;RO
3366;A;2022-11-18;360.0;RO
3367;A;2022-11-17;550.0;CE
3368;A;2022-11-20;80.0;CE
3369;A;2022-11-16;220.0;CE
3370;A;2022-11-17;190.0;GO
3371;A;2022-11-18;50.0;GO
3372;A;2022-11-16;70.0;MT
3373;A;2022-11-16;780.0;SE
3374;A;2022-11-19;210.0;SE
3375;A;2022-11-17;500.0;SE
3376;A;2022-11-17;550.0;ES
3377;A;2022-11-18;300.0;ES
3378;A;2022-11-16;450.0;ES
3379;A;2022-11-20;320.0;MA
3380;A;2022-11-19;440.0;MA
3381;A;2022-11-20;480.0;PA
3382;A;2022-11-19;60.0;PR
3383;A;2022-11-17;130.0;AL
3384;A;2022-11-16;110.0;AL
3385;A;2022-11-16;430.0;PB
3386;A;2022-11-18;460.0;PB
3387;A;2022-11-17;430.0;PB
3388;A;2022-11-16;640.0;BA
3389;A;2022-11-18;540.0;SC
3390;A;2022-11-18;80.0;TO
3391;A;2022-11-16;140.0;AP
3392;A;2022-11-18;100.0;AP
3393;A;2022-11-16;150.0;RR
3394;A;2022-11-15;180.0;SE
3395;A;2022-11-15;250.0;PI
3396;A;2022-11-15;330.0;SC
3397;A;2022-11-14;300.0;RN
3398;A;2022-11-14;420.0;AM
3399;A;2022-11-14;270.0;RO
3400;A;2022-11-14;400.0;MG
3401;A;2022-11-14;130.0;GO
3402;A;2022-11-14;430.0;ES
3403;A;2022-11-14;270.0;PI
3404;A;2022-11-14;260.0;PB
3405;A;2022-11-14;170.0;AP
3406;A;2022-11-13;70.0;RN
3407;A;2022-11-11;280.0;RN
3408;A;2022-11-12;130.0;RN
3409;A;2022-11-12;310.0;AM
3410;A;2022-11-11;370.0;MG
3411;A;2022-11-11;220.0;GO
3412;A;2022-11-12;220.0;SE
3413;A;2022-11-11;310.0;ES
3414;A;2022-11-12;660.0;MA
3415;A;2022-11-12;1010.0;PA
3416;A;2022-11-11;200.0;AL
3417;A;2022-11-11;510.0;PB
3418;A;2022-11-11;1150.0;BA
3419;A;2022-11-09;270.0;RO
3420;A;2022-11-10;260.0;RO
3421;A;2022-11-08;370.0;RO
3422;A;2022-11-07;260.0;RO
3423;A;2022-11-09;1430.0;CE
3424;A;2022-11-10;240.0;PI
3425;A;2022-11-09;600.0;PI
3426;A;2022-11-07;510.0;PI
3427;A;2022-11-09;210.0;RN
3428;A;2022-11-10;330.0;RN
3429;A;2022-11-09;670.0;MG
3430;A;2022-11-10;490.0;MG
3431;A;2022-11-09;160.0;GO
3432;A;2022-11-08;230.0;GO
3433;A;2022-11-10;430.0;GO
3434;A;2022-11-10;120.0;MT
3435;A;2022-11-08;220.0;MT
3436;A;2022-11-07;70.0;MT
3437;A;2022-11-09;630.0;SE
3438;A;2022-11-08;640.0;ES
3439;A;2022-11-07;480.0;ES
3440;A;2022-11-10;350.0;ES
3441;A;2022-11-10;120.0;RS
3442;A;2022-11-08;370.0;PR
3443;A;2022-11-07;140.0;AL
3444;A;2022-11-07;360.0;PB
3445;A;2022-11-10;580.0;PB
3446;A;2022-11-09;560.0;PB
3447;A;2022-11-09;480.0;BA
3448;A;2022-11-10;890.0;BA
3449;A;2022-11-08;710.0;BA
3450;A;2022-11-10;480.0;SC
3451;A;2022-11-09;340.0;TO
3452;A;2022-11-10;120.0;RR
3453;A;2022-11-07;130.0;RR
3454;A;2022-11-09;200.0;RR
3455;A;2022-11-06;200.0;CE
3456;A;2022-11-06;510.0;MA
3457;A;2022-11-06;150.0;PI
3458;A;2022-11-06;490.0;PA
3459;A;2022-11-06;80.0;RR
3460;A;2022-11-05;140.0;MG
3461;A;2022-11-05;320.0;PB
3462;A;2022-11-03;180.0;RN
3463;A;2022-11-04;500.0;RN
3464;A;2022-11-03;280.0;RO
3465;A;2022-11-03;190.0;CE
3466;A;2022-11-02;230.0;GO
3467;A;2022-11-03;190.0;MT
3468;A;2022-11-02;200.0;SE
3469;A;2022-11-04;720.0;SE
3470;A;2022-11-04;430.0;ES
3471;A;2022-11-03;1300.0;MA
3472;A;2022-11-03;450.0;PI
3473;A;2022-11-03;210.0;RS
3474;A;2022-11-03;230.0;PR
3475;A;2022-11-03;70.0;AL
3476;A;2022-11-04;650.0;PB
3477;A;2022-11-04;650.0;BA
3478;A;2022-11-03;330.0;PB
3479;A;2022-11-03;490.0;SC
3480;A;2022-11-02;340.0;SC
3481;A;2022-11-04;110.0;RR
3482;A;2022-11-02;60.0;RR
3483;A;2022-11-03;170.0;RR
3484;A;2022-11-01;260.0;AM
3485;A;2022-11-01;390.0;MG
3486;A;2022-11-01;280.0;CE
3487;A;2022-11-01;300.0;GO
3488;A;2022-11-01;220.0;PR
3489;A;2022-11-01;120.0;AL
3490;A;2022-11-01;430.0;PB
3491;A;2022-12-16;140.0;RS
3492;A;2022-12-16;830.0;AM
3493;A;2022-12-16;290.0;RO
3494;A;2022-12-16;250.0;RN
3495;A;2022-12-16;370.0;ES
3496;A;2022-12-16;580.0;PB
3497;A;2022-12-16;650.0;MG
3498;A;2022-12-16;590.0;SE
3499;A;2022-12-15;590.0;MG
3500;A;2022-12-14;630.0;MG
3501;A;2022-12-14;320.0;RO
3502;A;2022-12-15;450.0;RN
3503;A;2022-12-13;370.0;RN
3504;A;2022-12-15;630.0;SE
3505;A;2022-12-14;840.0;SE
3506;A;2022-12-13;440.0;SE
3507;A;2022-12-15;300.0;ES
3508;A;2022-12-13;310.0;ES
3509;A;2022-12-14;390.0;ES
3510;A;2022-12-13;190.0;RJ
3511;A;2022-12-14;30.0;RJ
3512;A;2022-12-14;640.0;PB
3513;A;2022-12-15;660.0;SC
3514;A;2022-12-13;170.0;AL
3515;A;2022-12-14;220.0;AL
3516;A;2022-12-13;150.0;RR
3517;A;2022-12-14;90.0;RR
3518;A;2022-12-12;540.0;ES
3519;A;2022-12-11;430.0;PA
3520;A;2022-12-12;530.0;CE
3521;A;2022-12-12;130.0;PE
3522;A;2022-12-12;470.0;PI
3523;A;2022-12-12;990.0;MG
3524;A;2022-12-12;390.0;RO
3525;A;2022-12-12;340.0;RN
3526;A;2022-12-12;270.0;PR
3527;A;2022-12-12;280.0;PB
3528;A;2022-12-12;50.0;AP
3529;A;2022-12-12;490.0;SC
3530;A;2022-12-12;40.0;SP
3531;A;2022-12-10;170.0;MG
3532;A;2022-12-10;110.0;RO
3533;A;2022-12-10;180.0;SE
3534;A;2022-12-10;410.0;MA
3535;A;2022-12-09;410.0;MG
3536;A;2022-12-09;420.0;RO
3537;A;2022-12-09;380.0;PI
3538;A;2022-12-09;60.0;AL
3539;A;2022-12-09;420.0;PB
3540;A;2022-12-09;220.0;AP
3541;A;2022-12-09;70.0;RR
3542;A;2022-12-06;600.0;AM
3543;A;2022-12-08;310.0;AM
3544;A;2022-12-06;580.0;RN
3545;A;2022-12-07;260.0;RN
3546;A;2022-12-06;100.0;PE
3547;A;2022-12-08;330.0;RN
3548;A;2022-12-07;570.0;MG
3549;A;2022-12-06;640.0;MG
3550;A;2022-12-08;490.0;MG
3551;A;2022-12-06;350.0;RO
3552;A;2022-12-08;190.0;RO
3553;A;2022-12-07;40.0;MT
3554;A;2022-12-08;690.0;SE
3555;A;2022-12-06;1150.0;SE
3556;A;2022-12-06;1090.0;PI
3557;A;2022-12-07;150.0;RS
3558;A;2022-12-07;620.0;ES
3559;A;2022-12-08;250.0;ES
3560;A;2022-12-06;450.0;ES
3561;A;2022-12-08;890.0;PA
3562;A;2022-12-07;220.0;PR
3563;A;2022-12-06;250.0;PR
3564;A;2022-12-08;110.0;AL
3565;A;2022-12-07;500.0;PB
3566;A;2022-12-06;770.0;PB
3567;A;2022-12-07;860.0;BA
3568;A;2022-12-08;310.0;BA
3569;A;2022-12-08;50.0;TO
3570;A;2022-12-06;160.0;AP
3571;A;2022-12-07;120.0;RR
3572;A;2022-12-05;390.0;RO
3573;A;2022-12-05;290.0;SE
3574;A;2022-12-05;200.0;PI
