DESC_APRESENTACAO;DIAS;UND;UF
14604;C;2022-12-07;30.0;AL
14605;C;2022-12-06;180.0;PB
14606;C;2022-12-07;30.0;PB
14607;C;2022-12-08;80.0;PB
14608;C;2022-12-07;20.0;RR
14609;C;2022-12-05;20.0;AM
14610;C;2022-12-05;10.0;PE
14611;C;2022-12-05;40.0;MG
14612;C;2022-12-05;10.0;GO
14613;C;2022-12-05;40.0;MT
14614;C;2022-12-05;70.0;SE
14615;C;2022-12-05;90.0;PI
14616;C;2022-12-05;450.0;MA
14617;C;2022-12-05;530.0;PA
14618;C;2022-12-05;70.0;SC
14619;C;2022-12-05;20.0;AL
14620;C;2022-12-05;50.0;AP
14621;C;2022-12-05;40.0;PB
14622;C;2022-12-04;60.0;AM
14623;C;2022-12-04;10.0;PE
14624;C;2022-12-04;20.0;RN
14625;C;2022-12-04;20.0;SE
14626;C;2022-12-04;100.0;MA
14627;C;2022-12-04;70.0;PA
14628;C;2022-12-04;30.0;SC
14629;C;2022-12-04;10.0;PB
14630;C;2022-12-03;70.0;AM
14631;C;2022-12-03;40.0;RN
14632;C;2022-12-03;10.0;MG
14633;C;2022-12-03;10.0;CE
14634;C;2022-12-03;10.0;SE
14635;C;2022-12-03;20.0;PI
14636;C;2022-12-03;10.0;ES
14637;C;2022-12-03;80.0;MA
14638;C;2022-12-03;190.0;PA
14639;C;2022-12-03;20.0;RS
14640;C;2022-12-03;10.0;SC
14641;C;2022-12-03;10.0;PR
14642;C;2022-12-03;20.0;BA
14643;C;2022-12-02;310.0;AM
14644;C;2022-12-02;10.0;PE
14645;C;2022-12-02;90.0;RN
14646;C;2022-12-02;160.0;MG
14647;C;2022-12-02;170.0;RO
14648;C;2022-12-02;80.0;CE
14649;C;2022-12-02;340.0;SE
14650;C;2022-12-02;50.0;PI
14651;C;2022-12-02;90.0;ES
14652;C;2022-12-02;680.0;MA
14653;C;2022-12-02;30.0;RS
14654;C;2022-12-02;90.0;SC
14655;C;2022-12-02;40.0;PR
14656;C;2022-12-02;30.0;BA
14657;C;2022-12-02;50.0;AL
14658;C;2022-12-02;30.0;PB
14659;C;2022-12-01;100.0;AM
14660;C;2022-12-01;20.0;PE
14661;C;2022-12-01;40.0;RN
14662;C;2022-12-01;140.0;RO
14663;C;2022-12-01;90.0;CE
14664;C;2022-12-01;180.0;PI
14665;C;2022-12-01;10.0;ES
14666;C;2022-12-01;990.0;MA
14667;C;2022-12-01;10.0;RS
14668;C;2022-12-01;80.0;SC
14669;C;2022-12-01;40.0;PR
14670;C;2022-12-01;440.0;BA
14671;C;2022-12-01;40.0;AL
14672;C;2022-12-01;50.0;AP
14673;C;2022-12-01;70.0;PB
14674;B;2022-10-31;60.0;PE
14675;B;2022-10-31;120.0;AM
14676;B;2022-10-31;20.0;RN
14677;B;2022-10-31;130.0;MG
14678;B;2022-10-31;40.0;RO
14679;B;2022-10-31;60.0;MT
14680;B;2022-10-31;590.0;SE
14681;B;2022-10-31;10.0;RS
14682;B;2022-10-31;250.0;MA
14683;B;2022-10-31;2040.0;PA
14684;B;2022-10-31;230.0;SC
14685;B;2022-10-31;70.0;BA
14686;B;2022-10-31;30.0;PI
14687;B;2022-10-31;10.0;AP
14688;B;2022-10-31;130.0;AL
14689;B;2022-10-31;520.0;PB
14690;B;2022-10-30;90.0;AM
14691;B;2022-10-29;90.0;AM
14692;B;2022-10-29;50.0;RN
14693;B;2022-10-30;10.0;RN
14694;B;2022-10-29;50.0;MG
14695;B;2022-10-29;50.0;RO
14696;B;2022-10-30;20.0;CE
14697;B;2022-10-29;30.0;CE
14698;B;2022-10-29;10.0;MT
14699;B;2022-10-30;10.0;MT
14700;B;2022-10-29;170.0;SE
14701;B;2022-10-30;40.0;SE
14702;B;2022-10-30;10.0;RS
14703;B;2022-10-29;10.0;ES
14704;B;2022-10-29;130.0;MA
14705;B;2022-10-30;50.0;MA
14706;B;2022-10-30;190.0;PA
14707;B;2022-10-29;1530.0;PA
14708;B;2022-10-29;20.0;PI
14709;B;2022-10-30;10.0;PI
14710;B;2022-10-30;50.0;SC
14711;B;2022-10-29;40.0;SC
14712;B;2022-10-30;20.0;TO
14713;B;2022-10-29;10.0;TO
14714;B;2022-10-30;30.0;BA
14715;B;2022-10-29;10.0;AP
14716;B;2022-10-29;20.0;AL
14717;B;2022-10-29;10.0;AC
14718;B;2022-10-29;10.0;PR
14719;B;2022-10-30;20.0;PR
14720;B;2022-10-29;10.0;SP
14721;B;2022-10-29;50.0;PB
14722;B;2022-10-30;10.0;PB
14723;B;2022-10-28;10.0;PE
14724;B;2022-10-28;100.0;AM
14725;B;2022-10-28;10.0;RN
14726;B;2022-10-28;110.0;MG
14727;B;2022-10-28;10.0;RO
14728;B;2022-10-28;560.0;CE
14729;B;2022-10-28;10.0;GO
14730;B;2022-10-28;490.0;MT
14731;B;2022-10-28;590.0;SE
14732;B;2022-10-28;20.0;RS
14733;B;2022-10-28;30.0;ES
14734;B;2022-10-28;430.0;MA
14735;B;2022-10-28;10.0;PI
14736;B;2022-10-28;70.0;SC
14737;B;2022-10-28;420.0;BA
14738;B;2022-10-28;20.0;AP
14739;B;2022-10-28;160.0;AL
14740;B;2022-10-28;320.0;PR
14741;B;2022-10-28;320.0;PB
14742;B;2022-10-27;120.0;PE
14743;B;2022-10-26;20.0;PE
14744;B;2022-10-26;230.0;AM
14745;B;2022-10-26;50.0;RN
14746;B;2022-10-27;40.0;RN
14747;B;2022-10-26;70.0;MG
14748;B;2022-10-27;140.0;MG
14749;B;2022-10-26;20.0;RO
14750;B;2022-10-27;30.0;RO
14751;B;2022-10-26;300.0;CE
14752;B;2022-10-27;230.0;CE
14753;B;2022-10-26;20.0;MT
14754;B;2022-10-27;20.0;MT
14755;B;2022-10-27;580.0;SE
14756;B;2022-10-26;1440.0;SE
14757;B;2022-10-27;30.0;RS
14758;B;2022-10-26;20.0;RS
14759;B;2022-10-26;70.0;ES
14760;B;2022-10-27;20.0;ES
14761;B;2022-10-27;190.0;MA
14762;B;2022-10-26;50.0;MA
14763;B;2022-10-26;1310.0;PA
14764;B;2022-10-27;10.0;PI
14765;B;2022-10-27;280.0;SC
14766;B;2022-10-26;240.0;SC
14767;B;2022-10-26;190.0;BA
14768;B;2022-10-27;250.0;BA
14769;B;2022-10-26;10.0;RJ
14770;B;2022-10-27;190.0;AP
14771;B;2022-10-26;70.0;AP
14772;B;2022-10-27;30.0;AL
14773;B;2022-10-26;40.0;AL
14774;B;2022-10-27;60.0;PR
14775;B;2022-10-26;180.0;PR
14776;B;2022-10-27;10.0;RR
14777;B;2022-10-26;30.0;PB
14778;B;2022-10-27;60.0;PB
14779;B;2022-10-24;130.0;PE
14780;B;2022-10-25;70.0;PE
14781;B;2022-10-25;80.0;AM
14782;B;2022-10-24;10.0;AM
14783;B;2022-10-25;110.0;RN
14784;B;2022-10-24;60.0;RN
14785;B;2022-10-24;240.0;MG
14786;B;2022-10-25;250.0;MG
14787;B;2022-10-25;20.0;RO
14788;B;2022-10-24;70.0;RO
14789;B;2022-10-24;20.0;CE
14790;B;2022-10-25;960.0;CE
14791;B;2022-10-25;150.0;MT
14792;B;2022-10-24;70.0;MT
14793;B;2022-10-25;1720.0;SE
14794;B;2022-10-24;10.0;DF
14795;B;2022-10-24;30.0;RS
14796;B;2022-10-25;50.0;ES
14797;B;2022-10-24;40.0;ES
14798;B;2022-10-24;150.0;MA
14799;B;2022-10-25;90.0;MA
14800;B;2022-10-25;1150.0;PA
14801;B;2022-10-24;300.0;PA
14802;B;2022-10-25;280.0;SC
14803;B;2022-10-24;10.0;TO
14804;B;2022-10-25;150.0;BA
14805;B;2022-10-24;200.0;BA
14806;B;2022-10-25;30.0;PI
14807;B;2022-10-24;30.0;PI
14808;B;2022-10-25;120.0;AP
14809;B;2022-10-24;10.0;AP
14810;B;2022-10-25;60.0;PR
14811;B;2022-10-24;140.0;PR
14812;B;2022-10-24;60.0;AL
14813;B;2022-10-25;110.0;AL
14814;B;2022-10-25;10.0;RR
14815;B;2022-10-25;20.0;PB
14816;B;2022-10-24;10.0;PB
14817;B;2022-10-22;10.0;PE
14818;B;2022-10-22;90.0;AM
14819;B;2022-10-23;40.0;AM
14820;B;2022-10-23;20.0;RN
14821;B;2022-10-22;70.0;RN
14822;B;2022-10-22;10.0;MG
14823;B;2022-10-23;20.0;MG
14824;B;2022-10-23;50.0;RO
14825;B;2022-10-23;30.0;CE
14826;B;2022-10-22;40.0;CE
14827;B;2022-10-23;110.0;SE
14828;B;2022-10-22;160.0;SE
14829;B;2022-10-23;10.0;RS
14830;B;2022-10-22;10.0;RS
14831;B;2022-10-23;50.0;MA
14832;B;2022-10-22;70.0;MA
14833;B;2022-10-23;210.0;PA
14834;B;2022-10-22;80.0;SC
14835;B;2022-10-23;40.0;SC
14836;B;2022-10-22;10.0;BA
14837;B;2022-10-22;10.0;PI
14838;B;2022-10-23;30.0;PI
14839;B;2022-10-22;20.0;AP
14840;B;2022-10-22;20.0;PR
14841;B;2022-10-23;20.0;PR
14842;B;2022-10-22;10.0;AL
14843;B;2022-10-22;40.0;PB
14844;B;2022-10-23;10.0;PB
14845;B;2022-10-19;40.0;PE
14846;B;2022-10-20;20.0;PE
14847;B;2022-10-21;50.0;PE
14848;B;2022-10-20;40.0;AM
14849;B;2022-10-19;40.0;AM
14850;B;2022-10-21;80.0;AM
14851;B;2022-10-21;70.0;RN
14852;B;2022-10-20;50.0;RN
14853;B;2022-10-19;140.0;RN
14854;B;2022-10-21;320.0;MG
14855;B;2022-10-20;100.0;MG
14856;B;2022-10-19;50.0;RO
14857;B;2022-10-20;10.0;RO
14858;B;2022-10-20;20.0;CE
14859;B;2022-10-19;20.0;CE
14860;B;2022-10-21;30.0;CE
14861;B;2022-10-20;60.0;MT
14862;B;2022-10-19;30.0;MT
14863;B;2022-10-21;260.0;SE
14864;B;2022-10-19;130.0;SE
14865;B;2022-10-19;80.0;RS
14866;B;2022-10-21;40.0;RS
14867;B;2022-10-19;100.0;ES
14868;B;2022-10-21;40.0;ES
14869;B;2022-10-20;20.0;ES
14870;B;2022-10-21;100.0;MA
14871;B;2022-10-19;90.0;MA
14872;B;2022-10-19;560.0;PA
14873;B;2022-10-19;310.0;SC
14874;B;2022-10-21;140.0;SC
14875;B;2022-10-20;300.0;SC
14876;B;2022-10-19;10.0;TO
14877;B;2022-10-21;500.0;BA
14878;B;2022-10-21;30.0;PI
14879;B;2022-10-19;10.0;PI
14880;B;2022-10-20;40.0;PI
14881;B;2022-10-19;50.0;AP
14882;B;2022-10-21;50.0;AP
14883;B;2022-10-19;80.0;PR
14884;B;2022-10-21;110.0;PR
14885;B;2022-10-20;170.0;PR
14886;B;2022-10-20;40.0;AL
14887;B;2022-10-19;10.0;AL
14888;B;2022-10-21;10.0;AL
14889;B;2022-10-19;30.0;RR
14890;B;2022-10-21;80.0;PB
14891;B;2022-10-19;10.0;PB
14892;B;2022-10-20;10.0;SP
14893;B;2022-10-18;110.0;PE
14894;B;2022-10-18;250.0;AM
14895;B;2022-10-18;170.0;RN
14896;B;2022-10-18;180.0;MG
14897;B;2022-10-18;50.0;RO
14898;B;2022-10-18;60.0;CE
14899;B;2022-10-18;60.0;ES
14900;B;2022-10-18;120.0;MA
14901;B;2022-10-18;990.0;PA
14902;B;2022-10-18;590.0;SC
14903;B;2022-10-18;60.0;PI
14904;B;2022-10-18;90.0;BA
14905;B;2022-10-18;40.0;AP
14906;B;2022-10-18;10.0;AC
14907;B;2022-10-18;210.0;PR
14908;B;2022-10-18;30.0;AL
14909;B;2022-10-18;50.0;PB
14910;B;2022-10-17;10.0;PE
14911;B;2022-10-17;170.0;AM
14912;B;2022-10-17;40.0;RN
14913;B;2022-10-17;170.0;ES
14914;B;2022-10-17;100.0;MA
14915;B;2022-10-17;550.0;SC
14916;B;2022-10-17;10.0;TO
14917;B;2022-10-17;30.0;PI
14918;B;2022-10-17;320.0;BA
14919;B;2022-10-17;80.0;PR
14920;B;2022-10-17;20.0;AL
14921;B;2022-10-17;20.0;PB
14922;B;2022-10-17;150.0;MG
14923;B;2022-10-17;30.0;RO
14924;B;2022-10-17;70.0;CE
14925;B;2022-10-17;50.0;MT
14926;B;2022-10-17;140.0;SE
14927;B;2022-10-17;20.0;RS
14928;B;2022-10-17;50.0;AP
14929;B;2022-10-16;60.0;AM
14930;B;2022-10-16;10.0;RN
14931;B;2022-10-16;10.0;MG
14932;B;2022-10-16;30.0;RO
14933;B;2022-10-16;10.0;CE
14934;B;2022-10-16;130.0;SE
14935;B;2022-10-16;10.0;RS
14936;B;2022-10-16;140.0;MA
14937;B;2022-10-16;200.0;PA
14938;B;2022-10-16;30.0;SC
14939;B;2022-10-16;10.0;PI
14940;B;2022-10-16;10.0;AP
14941;B;2022-10-16;10.0;PR
14942;B;2022-10-15;140.0;SC
14943;B;2022-10-15;10.0;BA
14944;B;2022-10-15;20.0;PE
14945;B;2022-10-15;110.0;AM
14946;B;2022-10-15;40.0;RN
14947;B;2022-10-15;30.0;RO
14948;B;2022-10-15;10.0;CE
14949;B;2022-10-15;10.0;RS
14950;B;2022-10-15;30.0;ES
14951;B;2022-10-15;70.0;MA
14952;B;2022-10-15;530.0;PA
14953;B;2022-10-15;30.0;AP
14954;B;2022-10-15;100.0;PR
14955;B;2022-10-15;30.0;PB
14956;B;2022-10-15;10.0;AL
14957;B;2022-10-14;60.0;PE
14958;B;2022-10-14;170.0;AM
14959;B;2022-10-14;20.0;RN
14960;B;2022-10-14;120.0;MG
14961;B;2022-10-14;30.0;RO
14962;B;2022-10-14;10.0;CE
14963;B;2022-10-14;70.0;GO
14964;B;2022-10-14;180.0;SE
14965;B;2022-10-14;30.0;ES
14966;B;2022-10-14;910.0;MA
14967;B;2022-10-14;80.0;SC
14968;B;2022-10-14;10.0;TO
14969;B;2022-10-14;20.0;PI
14970;B;2022-10-14;250.0;BA
14971;B;2022-10-14;70.0;AP
14972;B;2022-10-14;20.0;PR
14973;B;2022-10-14;60.0;PB
14974;B;2022-10-14;30.0;AL
14975;B;2022-10-11;60.0;PE
14976;B;2022-10-12;20.0;PE
14977;B;2022-10-13;10.0;PE
14978;B;2022-10-11;240.0;AM
14979;B;2022-10-13;70.0;AM
14980;B;2022-10-12;80.0;AM
14981;B;2022-10-11;340.0;RN
14982;B;2022-10-13;20.0;RN
14983;B;2022-10-12;20.0;RN
14984;B;2022-10-13;250.0;MG
14985;B;2022-10-11;140.0;MG
14986;B;2022-10-12;20.0;MG
14987;B;2022-10-13;50.0;RO
14988;B;2022-10-12;20.0;RO
14989;B;2022-10-11;50.0;RO
14990;B;2022-10-11;70.0;CE
14991;B;2022-10-12;20.0;CE
14992;B;2022-10-13;10.0;CE
14993;B;2022-10-13;40.0;GO
14994;B;2022-10-11;160.0;MT
14995;B;2022-10-13;120.0;SE
14996;B;2022-10-12;100.0;SE
14997;B;2022-10-11;150.0;SE
14998;B;2022-10-13;30.0;RS
14999;B;2022-10-13;60.0;ES
15000;B;2022-10-11;80.0;ES
15001;B;2022-10-13;970.0;MA
15002;B;2022-10-12;50.0;MA
15003;B;2022-10-13;1040.0;PA
15004;B;2022-10-12;390.0;PA
15005;B;2022-10-12;30.0;SC
15006;B;2022-10-11;70.0;SC
15007;B;2022-10-13;20.0;SC
15008;B;2022-10-13;10.0;TO
15009;B;2022-10-12;10.0;BA
15010;B;2022-10-13;150.0;BA
15011;B;2022-10-11;230.0;BA
15012;B;2022-10-13;20.0;PI
15013;B;2022-10-12;10.0;PI
15014;B;2022-10-11;10.0;PI
15015;B;2022-10-11;10.0;RJ
15016;B;2022-10-11;70.0;AP
15017;B;2022-10-12;20.0;AP
15018;B;2022-10-13;10.0;AP
15019;B;2022-10-11;30.0;PR
15020;B;2022-10-13;50.0;PB
15021;B;2022-10-11;40.0;PB
15022;B;2022-10-12;10.0;AL
15023;B;2022-10-13;10.0;AL
15024;B;2022-10-13;10.0;RR
15025;B;2022-10-11;10.0;SP
15026;B;2022-10-13;10.0;SP
15027;B;2022-10-10;40.0;PE
15028;B;2022-10-10;70.0;AM
15029;B;2022-10-10;60.0;RN
15030;B;2022-10-10;130.0;MG
15031;B;2022-10-10;20.0;RO
15032;B;2022-10-10;40.0;CE
15033;B;2022-10-10;10.0;GO
15034;B;2022-10-10;30.0;MT
15035;B;2022-10-10;150.0;SE
15036;B;2022-10-10;20.0;RS
15037;B;2022-10-10;1170.0;PA
15038;B;2022-10-10;10.0;SC
15039;B;2022-10-10;80.0;TO
15040;B;2022-10-10;30.0;PI
15041;B;2022-10-10;310.0;BA
15042;B;2022-10-10;150.0;AP
15043;B;2022-10-10;120.0;PB
15044;B;2022-10-10;10.0;AL
15045;B;2022-10-10;130.0;RR
15046;B;2022-10-08;20.0;PE
15047;B;2022-10-08;120.0;AM
15048;B;2022-10-09;50.0;AM
15049;B;2022-10-09;50.0;RN
15050;B;2022-10-08;10.0;RN
15051;B;2022-10-09;10.0;MG
15052;B;2022-10-08;10.0;MG
15053;B;2022-10-09;30.0;RO
15054;B;2022-10-08;20.0;RO
15055;B;2022-10-09;10.0;CE
15056;B;2022-10-08;40.0;CE
15057;B;2022-10-08;20.0;MT
15058;B;2022-10-09;250.0;SE
15059;B;2022-10-08;100.0;SE
15060;B;2022-10-08;30.0;RS
15061;B;2022-10-08;10.0;ES
15062;B;2022-10-09;40.0;MA
15063;B;2022-10-08;110.0;MA
15064;B;2022-10-08;290.0;PA
15065;B;2022-10-09;210.0;PA
15066;B;2022-10-09;50.0;SC
15067;B;2022-10-08;40.0;SC
15068;B;2022-10-08;10.0;PI
15069;B;2022-10-09;20.0;PI
15070;B;2022-10-08;20.0;BA
15071;B;2022-10-09;10.0;BA
15072;B;2022-10-08;10.0;AP
15073;B;2022-10-09;10.0;PR
15074;B;2022-10-08;40.0;PB
15075;B;2022-10-09;10.0;PB
15076;B;2022-10-08;50.0;AL
15077;B;2022-10-07;60.0;PE
15078;B;2022-10-07;60.0;RN
15079;B;2022-10-07;100.0;MG
15080;B;2022-10-07;40.0;RO
15081;B;2022-10-07;50.0;CE
15082;B;2022-10-07;20.0;GO
15083;B;2022-10-07;210.0;MT
15084;B;2022-10-07;200.0;SE
15085;B;2022-10-07;30.0;RS
15086;B;2022-10-07;40.0;ES
15087;B;2022-10-07;690.0;MA
15088;B;2022-10-07;3530.0;PA
15089;B;2022-10-07;30.0;SC
15090;B;2022-10-07;90.0;TO
15091;B;2022-10-07;70.0;PI
15092;B;2022-10-07;10.0;BA
15093;B;2022-10-07;10.0;AP
15094;B;2022-10-07;30.0;PR
15095;B;2022-10-07;90.0;PB
15096;B;2022-10-06;30.0;PE
15097;B;2022-10-04;120.0;PE
15098;B;2022-10-04;140.0;AM
15099;B;2022-10-05;190.0;AM
15100;B;2022-10-06;190.0;RN
15101;B;2022-10-05;90.0;RN
15102;B;2022-10-04;130.0;RN
15103;B;2022-10-05;130.0;MG
15104;B;2022-10-06;270.0;MG
15105;B;2022-10-04;320.0;MG
15106;B;2022-10-04;20.0;RO
15107;B;2022-10-06;60.0;RO
15108;B;2022-10-05;40.0;RO
15109;B;2022-10-04;50.0;CE
15110;B;2022-10-05;40.0;CE
15111;B;2022-10-05;50.0;GO
15112;B;2022-10-05;50.0;MT
15113;B;2022-10-06;50.0;MT
15114;B;2022-10-04;180.0;SE
15115;B;2022-10-05;90.0;SE
15116;B;2022-10-06;150.0;SE
15117;B;2022-10-04;30.0;RS
15118;B;2022-10-04;80.0;SC
15119;B;2022-10-05;90.0;SC
15120;B;2022-10-06;60.0;ES
15121;B;2022-10-04;60.0;ES
15122;B;2022-10-05;70.0;ES
15123;B;2022-10-04;330.0;MA
15124;B;2022-10-06;480.0;MA
15125;B;2022-10-04;20.0;PI
15126;B;2022-10-06;30.0;PI
15127;B;2022-10-05;20.0;PI
15128;B;2022-10-06;50.0;BA
15129;B;2022-10-05;410.0;BA
15130;B;2022-10-04;220.0;BA
15131;B;2022-10-06;10.0;RJ
15132;B;2022-10-05;60.0;AP
15133;B;2022-10-06;70.0;AP
15134;B;2022-10-04;40.0;PR
15135;B;2022-10-06;10.0;PR
15136;B;2022-10-04;70.0;PB
15137;B;2022-10-06;40.0;PB
15138;B;2022-10-05;60.0;PB
15139;B;2022-10-05;20.0;AL
15140;B;2022-10-04;70.0;RR
15141;B;2022-10-03;50.0;AM
15142;B;2022-10-03;270.0;MG
15143;B;2022-10-03;10.0;RO
15144;B;2022-10-03;90.0;CE
15145;B;2022-10-03;100.0;MT
15146;B;2022-10-03;60.0;SE
15147;B;2022-10-03;300.0;MA
15148;B;2022-10-03;1510.0;PA
15149;B;2022-10-03;10.0;RS
15150;B;2022-10-03;10.0;PI
15151;B;2022-10-03;160.0;BA
15152;B;2022-10-03;30.0;AP
15153;B;2022-10-03;30.0;PB
15154;B;2022-10-03;20.0;AL
15155;B;2022-10-02;10.0;PE
15156;B;2022-10-02;60.0;AM
15157;B;2022-10-02;20.0;RN
15158;B;2022-10-02;20.0;RO
15159;B;2022-10-02;10.0;CE
15160;B;2022-10-02;80.0;SE
15161;B;2022-10-02;10.0;SC
15162;B;2022-10-02;10.0;TO
15163;B;2022-10-02;160.0;PA
15164;B;2022-10-02;10.0;BA
15165;B;2022-10-02;10.0;PR
15166;B;2022-10-02;10.0;AL
15167;B;2022-10-01;30.0;PE
15168;B;2022-10-01;150.0;AM
15169;B;2022-10-01;40.0;RN
15170;B;2022-10-01;40.0;MG
15171;B;2022-10-01;30.0;RO
15172;B;2022-10-01;30.0;CE
15173;B;2022-10-01;10.0;MT
15174;B;2022-10-01;70.0;SE
15175;B;2022-10-01;10.0;RS
15176;B;2022-10-01;80.0;MA
15177;B;2022-10-01;510.0;PA
15178;B;2022-10-01;60.0;SC
15179;B;2022-10-01;30.0;PI
15180;B;2022-10-01;10.0;BA
15181;B;2022-10-01;10.0;AP
15182;B;2022-10-01;60.0;PB
15183;B;2022-10-01;20.0;AL
15184;B;2022-10-01;10.0;RR
15185;B;2022-07-29;120.0;AM
15186;B;2022-07-31;80.0;SE
15187;B;2022-07-29;390.0;SE
15188;B;2022-07-29;50.0;MG
15189;B;2022-07-29;160.0;BA
15190;B;2022-07-30;70.0;PB
15191;B;2022-07-29;280.0;PB
15192;B;2022-07-29;60.0;PR
15193;B;2022-07-30;50.0;PR
15194;B;2022-07-31;10.0;PR
15195;B;2022-07-29;40.0;AL
15196;B;2022-07-29;20.0;AP
15197;B;2022-07-30;40.0;AP
15198;B;2022-07-25;610.0;SE
15199;B;2022-07-27;540.0;SE
15200;B;2022-07-28;450.0;SE
15201;B;2022-07-26;90.0;RN
15202;B;2022-07-25;60.0;RS
15203;B;2022-07-28;60.0;RS
15204;B;2022-07-27;210.0;SC
15205;B;2022-07-26;170.0;SC
15206;B;2022-07-28;260.0;BA
15207;B;2022-07-25;200.0;BA
15208;B;2022-07-26;150.0;PB
15209;B;2022-07-28;130.0;PB
15210;B;2022-07-27;70.0;AM
15211;B;2022-07-26;140.0;MG
15212;B;2022-07-27;100.0;MG
15213;B;2022-07-27;50.0;GO
15214;B;2022-07-28;160.0;MT
15215;B;2022-07-26;40.0;MT
15216;B;2022-07-27;70.0;PR
15217;B;2022-07-25;10.0;TO
15218;B;2022-07-26;90.0;TO
15219;B;2022-07-27;20.0;AP
15220;B;2022-07-28;10.0;RR
15221;B;2022-07-24;20.0;AM
15222;B;2022-07-24;50.0;SE
15223;B;2022-07-24;10.0;ES
15224;B;2022-07-22;70.0;AM
15225;B;2022-07-23;60.0;SE
15226;B;2022-07-23;30.0;MG
15227;B;2022-07-22;130.0;MG
15228;B;2022-07-22;30.0;ES
15229;B;2022-07-23;10.0;ES
15230;B;2022-07-23;40.0;SC
15231;B;2022-07-22;120.0;SC
15232;B;2022-07-22;360.0;BA
15233;B;2022-07-22;170.0;PB
15234;B;2022-07-23;90.0;PB
15235;B;2022-07-22;10.0;TO
15236;B;2022-07-20;80.0;AM
15237;B;2022-07-19;630.0;SE
15238;B;2022-07-21;840.0;SE
15239;B;2022-07-21;130.0;MG
15240;B;2022-07-19;150.0;MG
15241;B;2022-07-21;60.0;ES
15242;B;2022-07-19;10.0;RS
15243;B;2022-07-20;410.0;BA
15244;B;2022-07-21;70.0;BA
15245;B;2022-07-19;230.0;PB
15246;B;2022-07-21;90.0;PB
15247;B;2022-07-21;120.0;PR
15248;B;2022-07-21;30.0;AL
15249;B;2022-07-20;50.0;AL
15250;B;2022-07-19;10.0;AP
15251;B;2022-07-18;130.0;MG
15252;B;2022-07-18;60.0;ES
15253;B;2022-07-18;530.0;BA
15254;B;2022-07-18;130.0;PB
15255;B;2022-07-18;120.0;PR
15256;B;2022-07-18;10.0;AP
15257;B;2022-07-17;50.0;AM
15258;B;2022-07-17;30.0;PR
15259;B;2022-07-16;180.0;AM
15260;B;2022-07-14;50.0;AM
15261;B;2022-07-12;20.0;PE
15262;B;2022-07-13;400.0;SE
15263;B;2022-07-13;610.0;MG
15264;B;2022-07-15;340.0;MG
15265;B;2022-07-14;630.0;MG
15266;B;2022-07-16;40.0;MG
15267;B;2022-07-12;70.0;MG
15268;B;2022-07-14;120.0;MT
15269;B;2022-07-12;150.0;ES
15270;B;2022-07-12;20.0;RS
15271;B;2022-07-11;40.0;RS
15272;B;2022-07-13;80.0;MA
15273;B;2022-07-11;110.0;MA
15274;B;2022-07-13;10.0;RJ
15275;B;2022-07-14;10.0;RJ
15276;B;2022-07-16;40.0;SC
15277;B;2022-07-11;440.0;SC
15278;B;2022-07-15;120.0;SC
15279;B;2022-07-12;190.0;SC
15280;B;2022-07-14;180.0;SC
15281;B;2022-07-15;400.0;BA
15282;B;2022-07-12;150.0;BA
15283;B;2022-07-12;230.0;PB
15284;B;2022-07-15;350.0;PB
15285;B;2022-07-16;30.0;PB
15286;B;2022-07-12;100.0;PR
15287;B;2022-07-15;80.0;PR
15288;B;2022-07-10;30.0;PR
15289;B;2022-07-11;90.0;PR
15290;B;2022-07-15;10.0;TO
15291;B;2022-07-13;10.0;AP
15292;B;2022-07-13;50.0;RR
15293;B;2022-07-01;90.0;RN
15294;B;2022-07-01;60.0;AM
15295;B;2022-07-02;100.0;AM
15296;B;2022-07-01;100.0;PE
15297;B;2022-07-01;300.0;SE
15298;B;2022-07-01;30.0;MT
15299;B;2022-07-01;40.0;ES
15300;B;2022-07-01;40.0;SC
15301;B;2022-07-01;60.0;BA
15302;B;2022-07-01;150.0;PB
15303;B;2022-07-02;10.0;TO
15304;B;2022-07-02;20.0;AL
15305;B;2022-07-01;100.0;MG
15306;B;2022-07-02;30.0;MG
15307;B;2022-07-02;10.0;PB
15308;B;2022-07-03;100.0;AM
15309;B;2022-07-03;40.0;PB
15310;B;2022-07-04;180.0;AM
15311;B;2022-07-04;70.0;PE
15312;B;2022-07-04;30.0;MG
15313;B;2022-07-04;140.0;ES
15314;B;2022-07-05;140.0;SC
15315;B;2022-07-05;190.0;PB
15316;B;2022-07-04;90.0;AL
15317;B;2022-07-07;70.0;AM
15318;B;2022-07-06;40.0;PE
15319;B;2022-07-06;100.0;RO
15320;B;2022-07-06;730.0;SE
15321;B;2022-07-07;330.0;SE
15322;B;2022-07-08;110.0;MG
15323;B;2022-07-07;40.0;MG
15324;B;2022-07-08;10.0;MT
15325;B;2022-07-07;80.0;ES
15326;B;2022-07-08;50.0;ES
15327;B;2022-07-06;380.0;SC
15328;B;2022-07-07;370.0;SC
15329;B;2022-07-08;70.0;BA
15330;B;2022-07-06;30.0;BA
15331;B;2022-07-06;250.0;PB
15332;B;2022-07-07;150.0;PB
15333;B;2022-07-06;180.0;PR
15334;B;2022-07-07;90.0;PR
15335;B;2022-07-08;10.0;RR
15336;B;2022-07-09;10.0;CE
15337;B;2022-07-09;90.0;SE
